YEL068C	333	333	0.764	0.0551201503159
Q0065	1671	255	1.0085	-0.20873190041
YDL083C	432	432	0.9478	-0.00302723868232
YGL074C	327	327	1.1196	-0.00396397197554
YDL143W	1587	1587	1.1088	-0.00582138129487
YKR059W	1188	1188	0.985	-0.0143176216193
YPL138C	1062	1062	0.6213	-0.0474030485706
YIR041W	375	375	1.0525	0.0298372070317
YPR011C	981	981	0.8387	-0.0273116332535
YEL056W	1206	1206	0.891	-0.0281014534116
YBL073W	312	312	0.6633	-0.00727095569294
YNL089C	477	477	0.8439	-0.0627610506178
YDR304C	678	678	1.1838	-0.0224589148253
YMR296C	1677	1677	0.979	0.051568382362
YOR039W	777	777	0.7678	-0.0354111924153
YML095C	633	633	0.7153	-0.062070070814
TL(CAA)A	82	27	0.5112	-0.0648467882134
YPL122C	1542	1542	0.7749	-0.0948351259932
TL(UAA)L	84	0	0	0
YPR095C	3681	3681	0.8289	-0.047504949078
YDR430C	2970	2970	0.7598	-0.0636014771345
YML059C	5040	5040	0.8063	-0.0372427580693
YGR119C	1626	1626	0.9109	-0.0315411012155
YEL041W	1488	1488	0.8221	-0.0484860341847
YCR063W	474	474	0.6471	0.0558110829056
YJR113C	744	744	0.973	0.0969284990256
YLR214W	2061	2061	0.6772	-0.0770684017089
YGL101W	648	648	0.8073	-0.045304417395
YLR113W	1308	1308	1.0056	-0.00536716909178
YOL033W	1611	1611	0.6324	-0.0443592831257
YBR036C	1233	1233	1.0535	-0.0156036402602
YIL160C	1254	1254	1.02	0.0340062788603
YDR359C	2949	2949	0.8852	-0.0312821738548
YOR184W	1188	1188	0.9579	-0.0247001875605
YIL141W	390	390	0.8877	-0.0504791527215
YDR217C	3930	3930	0.8517	-0.0622883114944
SNR17A	333	75	0.8415	-0.0357766679604
YOL113W	1968	1968	0.7791	-0.0494052241272
YHR153C	597	597	0.8395	-0.0529883237393
YGR067C	2415	2415	0.6466	-0.0636647625823
YGR097W	3441	3441	0.9539	-0.0199973951652
YPL103C	1407	1407	0.5325	-0.0408153322015
YHR138C	345	345	1.0022	-0.0556909586408
YPL102C	303	303	0.5664	0.0192869902801
YIL099W	1650	1650	0.9671	0.0603485325964
YGR174C	513	513	0.7566	-0.00511348670667
YHR001W-A	234	234	0.6235	-0.0581394159942
YGR001C	747	747	0.9211	-0.0438355198834
YER183C	636	636	1.0546	-0.00797290748973
YOR192C	1800	1800	0.8576	-0.0457989672895
YHL026C	948	948	0.9358	0.0338917427651
YNL307C	1128	1128	0.8342	-0.0215302293107
YDR268W	1140	1140	0.839	-0.0352377376046
YOL054W	1221	1221	1.1139	0.0418212955871
YDR296W	681	681	0.8301	0.00841890031631
YDL134C	1110	1110	0.886	-0.0319711029175
YGL072C	360	360	0.9373	0.0317425908342
YCR073C	3996	3996	0.7313	-0.0374544621566
YBL113W-A	483	483	0.696	-0.00247468435861
YGR070W	3468	3468	0.7997	-0.089129504718
YOR215C	558	558	1.0196	-0.0343049807914
YGL085W	825	825	0.5682	-0.0583432049536
YFL012W-A	375	375	0.8739	-0.104903593791
YDR316W	1416	1416	0.7171	-0.075443171809
YPL100W	1491	1491	0.9368	-0.0734184800705
YER031C	672	672	1.1207	0.00825813371183
YGL136C	963	963	0.7823	-0.0535031248438
YDR311W	1929	1929	0.992	-0.0493500599216
YKL047W	1551	1551	0.8124	-0.0509978586212
YDR194C	1995	1995	0.9327	-0.0870817108696
YJR154W	1041	1041	0.8486	-0.0199234931433
YGR271C-A	702	702	0.8793	-0.112228420344
YGL237C	798	798	1.0274	0.056050071889
YDR003W-A	123	123	0.9634	-0.110668014177
YPL155C	2121	2121	0.6807	0.00185103124039
YPL172C	1389	1389	0.7049	-0.0499416662882
YHR013C	717	717	0.966	0.00798110054183
YLR225C	1224	1224	0.8127	-0.0636580818215
TP(UGG)A	72	51	0.8579	0.113977075393
YDR146C	2130	2130	0.7337	-0.0742575929885
