HG19_CT_USERTRACK_3545_NM_173083	3345	1677	0.7983	0.0216287267657
HG19_CT_USERTRACK_3545_NM_002744	2326	1779	1.2302	0.495437684259
HG19_CT_USERTRACK_3545_NM_001033581	2114	1230	1.3191	0.537935154638
HG19_CT_USERTRACK_3545_NM_001033582	2011	1230	1.3191	0.537935154638
HG19_CT_USERTRACK_3545_NM_032409	2660	1746	1.0164	0.361862240133
HG19_CT_USERTRACK_3545_NM_032236	4464	3108	0.9865	0.156660830868
HG19_CT_USERTRACK_3545_NM_130440	7706	5697	1.2799	0.579103525916
HG19_CT_USERTRACK_3545_NM_002840	7733	5724	1.2799	0.579964454487
HG19_CT_USERTRACK_3545_NM_007051	2583	1953	0.9702	0.184701969294
HG19_CT_USERTRACK_3545_NM_153035	4097	627	0.8747	0.161319203422
HG19_CT_USERTRACK_3545_NM_020925	5274	3672	1.0058	0.246748091372
HG19_CT_USERTRACK_3545_NM_001006605	2603	1287	0.6397	-0.00646312436471
HG19_CT_USERTRACK_3545_NM_002061	3074	825	0.8811	0.154797151977
HG19_CT_USERTRACK_3545_NM_006784	3877	2832	0.9968	0.134501276897
HG19_CT_USERTRACK_3545_NM_024408	11466	7416	1.0582	0.226612614262
HG19_CT_USERTRACK_3545_NM_022093	5008	3900	1.1015	0.480060529121
HG19_CT_USERTRACK_3545_NM_003101	6922	1653	0.647	0.0460332455661
HG19_CT_USERTRACK_3545_NM_001014980	1043	909	1.1934	0.495124501575
HG19_CT_USERTRACK_3545_NM_001409	7439	4626	1.2014	0.313346667614
HG19_CT_USERTRACK_3545_NM_004402	3028	1017	1.09	0.45042972488
HG19_CT_USERTRACK_3545_NM_015102	5004	4281	1.2453	0.422666987818
HG19_CT_USERTRACK_3545_NM_004285	9115	2376	1.3029	0.527278592768
HG19_CT_USERTRACK_3545_NM_004565	1926	1134	1.1071	0.539003514015
HG19_CT_USERTRACK_3545_NM_013358	3847	1992	1.2555	0.463020343481
HG19_CT_USERTRACK_3545_NM_020765	15882	15552	1.141	0.340630101079
HG19_CT_USERTRACK_3545_NM_181719	2974	1905	1.1975	0.424459108336
HG19_CT_USERTRACK_3545_NM_003760	6041	4758	1.0309	0.191763345431
HG19_CT_USERTRACK_3545_NM_001177520	2315	1344	1.2989	0.532845589529
HG19_CT_USERTRACK_3545_NM_000478	2596	1575	1.315	0.547750078735
HG19_CT_USERTRACK_3545_NM_001791	2168	576	1.0265	0.106986252212
HG19_CT_USERTRACK_3545_NM_044472	1513	576	1.0629	0.0759525357883
HG19_CT_USERTRACK_3545_NM_014870	8704	3720	1.0023	0.301977827437
HG19_CT_USERTRACK_3545_NM_001083621	8992	3720	1.0023	0.301977827437
HG19_CT_USERTRACK_3545_NM_020379	3201	1893	1.1748	0.422438041983
HG19_CT_USERTRACK_3545_NM_005626	2530	1485	1.1413	0.276068205665
HG19_CT_USERTRACK_3545_NM_000831	9219	2760	1.3088	0.612149318377
HG19_CT_USERTRACK_3545_NM_024700	4605	1191	1.0035	0.298219339075
HG19_CT_USERTRACK_3545_NM_022157	1432	1200	1.1302	0.195398225705
HG19_CT_USERTRACK_3545_NM_012421	6250	5745	0.825	-0.00474076254065
HG19_CT_USERTRACK_3545_NM_173642	10569	1176	1.1121	0.419630383062
HG19_CT_USERTRACK_3545_NM_005424	3982	3417	1.0086	0.447333606723
HG19_CT_USERTRACK_3545_NM_006845	2880	2178	1.1041	0.326548858578
HG19_CT_USERTRACK_3545_NM_024646	8142	2235	0.9505	0.0956408753676
HG19_CT_USERTRACK_3545_NM_001004339	4271	2280	0.8899	0.0865699331239
HG19_CT_USERTRACK_3545_NM_147193	2816	1863	1.0086	0.447708552279
HG19_CT_USERTRACK_3545_NM_001004303	3460	2187	0.8735	0.135068034906
HG19_CT_USERTRACK_3545_NM_015888	5857	2187	1.1914	0.177554672518
HG19_CT_USERTRACK_3545_NM_014787	5803	2742	0.9143	0.145533668353
HG19_CT_USERTRACK_3545_NM_015534	4323	2712	1.0338	0.0692078866494
HG19_CT_USERTRACK_3545_NM_006536	4024	2832	0.9049	0.0453035711321
HG19_CT_USERTRACK_3545_NM_002053	3050	1779	1.2308	0.354613351261
HG19_CT_USERTRACK_3545_NM_152369	2332	1818	0.7383	0.0642506740564
HG19_CT_USERTRACK_3545_NM_000110	4447	3078	0.9931	0.123564916733
HG19_CT_USERTRACK_3545_NM_001160301	1789	522	0.9302	0.0852809217521
HG19_CT_USERTRACK_3545_NM_001079874	3108	864	0.7318	0.0559543740902
HG19_CT_USERTRACK_3545_NM_013296	3033	2055	0.9859	0.0729955099569
HG19_CT_USERTRACK_3545_NM_198459	3974	2616	0.7301	0.10618339314
HG19_CT_USERTRACK_3545_NM_005725	3212	666	0.7832	0.202648927279
HG19_CT_USERTRACK_3545_NM_018420	4720	1644	0.7808	0.208826333103
HG19_CT_USERTRACK_3545_NM_001002810	1260	522	1.2349	0.604964248821
HG19_CT_USERTRACK_3545_NM_203458	4962	711	1.0854	0.173465086235
HG19_CT_USERTRACK_3545_NM_025150	2373	2157	0.8815	0.254022078125
HG19_CT_USERTRACK_3545_NM_144702	1971	1680	1.1869	0.491041049575
HG19_CT_USERTRACK_3545_NM_031282	3459	1548	0.6735	0.163930758577
HG19_CT_USERTRACK_3545_NM_005894	2237	1044	0.697	0.252046150375
HG19_CT_USERTRACK_3545_NM_001231	1958	1191	1.258	0.605758284444
HG19_CT_USERTRACK_3545_NM_006182	3164	2568	1.0546	0.310700760869
HG19_CT_USERTRACK_3545_NM_152902	3031	819	0.7628	0.12108469475
HG19_CT_USERTRACK_3545_NM_001677	2200	912	0.899	0.304765382371
HG19_CT_USERTRACK_3545_NM_022716	3999	738	1.0714	0.430538914302
HG19_CT_USERTRACK_3545_NM_178527	4427	3375	0.7699	-0.119436467074
HG19_CT_USERTRACK_3545_NM_001035230	803	219	1.1464	0.37114760562
HG19_CT_USERTRACK_3545_NM_004841	9819	3420	0.9198	0.241929009001
HG19_CT_USERTRACK_3545_NM_001135669	8301	1896	0.9046	0.190811203167
HG19_CT_USERTRACK_3545_NM_052966	6926	2787	1.1231	0.327533812772
HG19_CT_USERTRACK_3545_NM_130782	2145	708	0.7397	-0.0365666308438
HG19_CT_USERTRACK_3545_NM_016066	1134	498	0.8175	0.0273115156418
HG19_CT_USERTRACK_3545_NM_197962	751	495	0.9102	-0.0191286458273
HG19_CT_USERTRACK_3545_NM_024529	5939	1596	1.0639	0.143586633263
HG19_CT_USERTRACK_3545_NM_203459	7351	4437	0.9992	0.0807026635743
HG19_CT_USERTRACK_3545_NM_001164586	11810	11127	0.7748	0.190284684945
HG19_CT_USERTRACK_3545_NM_006618	6383	4635	0.9102	0.187025528154
HG19_CT_USERTRACK_3545_NM_005686	4073	1869	1.2604	0.546779742912
HG19_CT_USERTRACK_3545_NM_175710	1837	1710	0.7774	0.0740279239866
HG19_CT_USERTRACK_3545_NM_006147	4505	1404	1.2937	0.371745852946
HG19_CT_USERTRACK_3545_NM_006243	3128	1461	0.8943	0.140517012773
HG19_CT_USERTRACK_3545_NM_016343	10296	9345	1.0975	0.185642958619
HG19_CT_USERTRACK_3545_NM_138796	1235	1086	0.54	0.080886469561
HG19_CT_USERTRACK_3545_NM_018650	5276	2388	0.9015	0.119443690532
HG19_CT_USERTRACK_3545_NM_001130440	1620	249	0.88	0.0871770391916
HG19_CT_USERTRACK_3545_NM_022735	3565	1587	1.0281	0.331827706365
HG19_CT_USERTRACK_3545_NM_020247	2924	1944	1.2715	0.545437056889
HG19_CT_USERTRACK_3545_NM_024525	3289	2583	1.0043	0.163568653117
HG19_CT_USERTRACK_3545_NM_001122835	3127	2421	0.903	0.151343467481
HG19_CT_USERTRACK_3545_NM_175876	5097	2178	1.2089	0.399847525209
HG19_CT_USERTRACK_3545_NM_014765	3385	438	1.0122	0.295441598361
HG19_CT_USERTRACK_3545_NM_016076	4092	585	0.772	0.117890962306
HG19_CT_USERTRACK_3545_NM_003431	1674	870	0.9728	0.119077649702
HG19_CT_USERTRACK_3545_NM_198317	2564	1929	1.1902	0.580124008851
HG19_CT_USERTRACK_3545_NM_004421	2924	2013	1.0965	0.584852243126
HG19_CT_USERTRACK_3545_NM_032348	2273	1329	1.2568	0.596113918225
HG19_CT_USERTRACK_3545_NM_199121	4264	702	1.1722	0.560116277167
HG19_CT_USERTRACK_3545_NM_022834	4659	1338	1.1722	0.5589769999
HG19_CT_USERTRACK_3545_NM_018188	2646	1905	1.2286	0.611789944749
HG19_CT_USERTRACK_3545_NM_001170535	2502	1761	1.2286	0.638700023819
HG19_CT_USERTRACK_3545_NM_001170536	2332	1524	1.2712	0.661478359365
HG19_CT_USERTRACK_3545_NM_001114748	1117	522	1.2638	0.579709203626
HG19_CT_USERTRACK_3545_NM_001110781	6003	1218	1.2766	0.403851253765
HG19_CT_USERTRACK_3545_NM_002074	3163	1023	0.9596	0.40786404511
HG19_CT_USERTRACK_3545_NM_138705	1101	546	1.2772	0.59206033355
HG19_CT_USERTRACK_3545_NM_018216	2642	2322	1.2399	0.563163538583
HG19_CT_USERTRACK_3545_NM_001024598	697	561	1.0859	0.431969511389
HG19_CT_USERTRACK_3545_NM_024654	6712	2109	0.7702	0.153580833003
HG19_CT_USERTRACK_3545_NM_153812	3670	903	0.8095	0.4394459662
HG19_CT_USERTRACK_3545_NM_138350	2095	528	0.9468	0.393512955466
HG19_CT_USERTRACK_3545_NM_004781	2205	303	1.1758	0.272696845074
HG19_CT_USERTRACK_3545_NM_007262	961	570	1.0357	0.289027574144
HG19_CT_USERTRACK_3545_NM_025106	3117	822	1.2693	0.465100941235
HG19_CT_USERTRACK_3545_NM_052960	655	405	0.913	0.306406437635
HG19_CT_USERTRACK_3545_NM_002631	1937	1452	1.155	0.36150240261
HG19_CT_USERTRACK_3545_NM_004401	2038	996	1.1079	0.403296755515
HG19_CT_USERTRACK_3545_NM_007375	4217	1245	0.9112	0.156472521728
HG19_CT_USERTRACK_3545_NM_013319	3654	1017	1.2872	0.416978984411
HG19_CT_USERTRACK_3545_NM_023014	1642	1425	1.1886	0.161932676087
HG19_CT_USERTRACK_3545_NM_001039361	1518	1425	1.2258	0.222197740474
HG19_CT_USERTRACK_3545_NM_001010889	1720	1431	1.194	0.23152787486
HG19_CT_USERTRACK_3545_NM_001099850	2123	1440	1.0865	0.233612009915
HG19_CT_USERTRACK_3545_NM_001099851	1557	1425	1.173	0.182725376165
HG19_CT_USERTRACK_3545_NM_018022	1912	762	1.1869	0.473897393377
HG19_CT_USERTRACK_3545_NM_001136218	1985	762	1.1869	0.473897393377
HG19_CT_USERTRACK_3545_NM_024329	2419	723	1.2694	0.753181755802
HG19_CT_USERTRACK_3545_NM_007272	899	807	1.092	0.466699027346
HG19_CT_USERTRACK_3545_NM_015164	4122	3060	1.2611	0.51536403442
HG19_CT_USERTRACK_3545_NM_001013641	1520	1032	1.3179	0.510762963007
HG19_CT_USERTRACK_3545_NM_178840	921	510	0.9264	0.227940959139
HG19_CT_USERTRACK_3545_NM_004431	3964	2931	1.2533	0.618641968511
HG19_CT_USERTRACK_3545_NM_153213	3029	2409	1.181	0.474718884039
HG19_CT_USERTRACK_3545_NM_030907	1560	777	1.234	0.498383721628
HG19_CT_USERTRACK_3545_NM_003000	1145	843	0.8349	0.301380560853
HG19_CT_USERTRACK_3545_NM_015047	4238	2982	1.261	0.365946243252
HG19_CT_USERTRACK_3545_NM_016183	2273	720	1.2934	0.488403312744
HG19_CT_USERTRACK_3545_NM_000871	1984	1323	1.2783	0.512612408398
HG19_CT_USERTRACK_3545_NM_019062	1250	684	1.0724	0.395530863299
HG19_CT_USERTRACK_3545_NM_022819	2719	636	0.9107	0.396462259016
HG19_CT_USERTRACK_3545_NM_207334	2582	990	1.1737	0.637662654673
HG19_CT_USERTRACK_3545_NM_172369	1168	738	1.1295	0.456828690878
HG19_CT_USERTRACK_3545_NM_001114101	1191	738	1.1295	0.456828690878
HG19_CT_USERTRACK_3545_NM_001127621	1607	1047	1.2656	0.536505383234
HG19_CT_USERTRACK_3545_NM_001841	1775	1083	1.1335	0.31580318554
HG19_CT_USERTRACK_3545_NM_017761	2414	420	0.854	-0.0944000628046
HG19_CT_USERTRACK_3545_NM_178122	2597	864	0.7012	0.11788502505
HG19_CT_USERTRACK_3545_NM_014313	2302	474	0.8504	-0.0450044921697
HG19_CT_USERTRACK_3545_NM_015627	2935	927	1.2724	0.538066977699
HG19_CT_USERTRACK_3545_NM_000437	3581	1179	1.0253	0.298124026417
HG19_CT_USERTRACK_3545_NM_032588	1770	1062	1.2859	0.568904906277
HG19_CT_USERTRACK_3545_NM_015871	649	405	1.0544	0.438171041009
HG19_CT_USERTRACK_3545_NM_145345	1848	1464	1.2507	0.463275418767
HG19_CT_USERTRACK_3545_NM_183008	1853	1563	1.2289	0.453912066632
HG19_CT_USERTRACK_3545_NM_001077262	1368	1203	1.1205	0.414030632983
HG19_CT_USERTRACK_3545_NM_001803	505	186	1.3086	0.154325028692
HG19_CT_USERTRACK_3545_NM_005517	1969	273	1.0961	0.339422932872
HG19_CT_USERTRACK_3545_NM_017837	2404	1482	0.9473	0.119322957346
HG19_CT_USERTRACK_3545_NM_006142	1315	747	1.255	0.801962440141
HG19_CT_USERTRACK_3545_NM_018066	1510	933	1.3284	0.576376453054
HG19_CT_USERTRACK_3545_NM_022078	2129	1578	0.9744	0.413033218602
HG19_CT_USERTRACK_3545_NM_004672	4328	3867	1.2496	0.485353497686
HG19_CT_USERTRACK_3545_NM_177424	3079	831	1.1873	0.295224092389
HG19_CT_USERTRACK_3545_NM_004848	1647	783	1.3518	0.416784412292
HG19_CT_USERTRACK_3545_NM_001105556	2720	1932	1.3047	0.455777984018
HG19_CT_USERTRACK_3545_NM_002946	1720	813	1.0737	0.224234339497
HG19_CT_USERTRACK_3545_NM_014474	1873	1368	1.1941	0.443541134255
HG19_CT_USERTRACK_3545_NM_001009568	1594	1122	1.0655	0.331659632307
HG19_CT_USERTRACK_3545_NM_018053	2158	1188	1.3164	0.503472388731
HG19_CT_USERTRACK_3545_NM_017638	1869	627	1.263	0.341155985211
HG19_CT_USERTRACK_3545_NM_152304	1083	318	1.1813	0.489008740129
HG19_CT_USERTRACK_3545_NM_006762	2240	789	1.3023	0.519164866934
HG19_CT_USERTRACK_3545_NM_014654	5121	1329	1.217	0.464781521242
HG19_CT_USERTRACK_3545_NM_004102	1097	402	1.2621	0.369654057508
HG19_CT_USERTRACK_3545_NM_178865	1999	1368	1.2192	0.517324781876
HG19_CT_USERTRACK_3545_NM_001856	5584	4815	0.9196	0.230072380064
HG19_CT_USERTRACK_3545_NM_144569	3888	3651	0.7491	0.261937054685
HG19_CT_USERTRACK_3545_NM_018056	1818	1479	1.2572	0.427070604925
HG19_CT_USERTRACK_3545_NM_024296	877	603	1.213	0.512925949575
HG19_CT_USERTRACK_3545_NM_019118	1082	423	1.2082	0.304572942453
HG19_CT_USERTRACK_3545_NM_023009	1562	588	1.2483	0.449462051426
HG19_CT_USERTRACK_3545_NM_020888	5412	3285	0.9106	0.313555813216
HG19_CT_USERTRACK_3545_NM_018207	3841	1428	1.2993	0.696836224294
HG19_CT_USERTRACK_3545_NM_002060	1622	1002	1.2353	0.514649699066
HG19_CT_USERTRACK_3545_NM_001164824	6011	564	0.5585	0.00146998049258
HG19_CT_USERTRACK_3545_NM_152374	2934	690	1.0051	0.405710305093
HG19_CT_USERTRACK_3545_NM_012199	7478	2574	1.263	0.424142149534
HG19_CT_USERTRACK_3545_NM_014466	1509	1293	1.2492	0.63322345099
HG19_CT_USERTRACK_3545_NM_032881	850	372	1.1806	0.596609562066
